date,spy_o,spy_h,spy_l,spy_c,barometer_o,barometer_h,barometer_l,barometer_c,barometer
2017-04-26,238.509995,239.529999,238.350006,238.399994,0.6855686309737694,0.6541389687387711,0.767000538986705,0.7063083902263745,0.703254132231405
2017-04-27,238.770004,238.949997,237.979996,238.600006,0.6951356449874238,0.606236525332375,0.8016416636722961,0.7879311893639956,0.7227362558390226
2017-04-28,238.899994,238.929993,237.929993,238.080002,0.7720310815666547,0.6761812791951132,0.7926585519223859,0.7429482572763205,0.7459547924901185
2017-05-01,238.679993,239.169998,238.199997,238.679993,0.5583789974847286,0.5543253683075817,0.7466313330937837,0.7403431548688466,0.6499197134387351
2017-05-02,238.839996,238.979996,238.300003,238.770004,0.6936309737693137,0.6164772727272727,0.7050058390226375,0.6173643550125764,0.6581196101329501
2017-05-03,238.770004,238.880005,237.699997,238.479996,0.589292130794107,0.5230304527488322,0.6588214157384118,0.617903341717571,0.5972618352497305
2017-05-04,238.830002,238.919998,237.779999,238.759995,0.5902128997484729,0.48672745238950776,0.6150512037369744,0.5819259791591807,0.5684793837585339
2017-05-05,239.190002,239.720001,238.679993,239.699997,0.6112670679123249,0.4774860761767876,0.661145795903701,0.5435231764283147,0.5733555291052821
2017-05-08,239.75,239.919998,239.169998,239.660004,0.6934288537549407,0.6982572763205175,0.8179123248293209,0.7991039346029465,0.7521755973769313
2017-05-09,239.960007,240.190002,239.039993,239.440002,0.7741982572763205,0.7500561444484369,0.808906755300036,0.7830803090190441,0.7790603665109594
2017-05-10,239.389999,239.869995,239.149994,239.869995,0.7642045454545454,0.7834957779374776,0.8326558569888609,0.7866061803808839,0.791740590190442
2017-05-11,239.350006,239.570007,238.130005,239.380005,0.7481809198706433,0.593345759971254,0.7636206431908013,0.6719367588932808,0.6942710204814949
2017-05-12,239.089996,239.429993,238.669998,238.979996,0.6926428314768236,0.6847376931369026,0.8236727452389508,0.8001257635644987,0.7502947583542939
2017-05-15,239.470001,240.440002,239.449997,240.300003,0.7240388070427596,0.7037369744879626,0.8336664570607258,0.8052236794825728,0.7666664795185052
2017-05-16,240.639999,240.669998,239.630005,240.080002,0.8134319978440532,0.792546263025512,0.8541367229608336,0.7898737872799138,0.8124971927775781
2017-05-17,240.080002,240.080002,235.75,235.820007,0.47561085159899397,0.0827906036651096,0.5301495688106359,0.08155542579949682,0.29252661246855904
2017-05-18,235.729996,237.75,235.429993,236.770004,0.22007500898311172,0.05964786201940342,0.17338528566295364,0.13023266259432265,0.14583520481494786
2017-05-19,237.330002,239.080002,237.270004,238.309998,0.2782181997844053,0.2778813330937837,0.6412594322673374,0.5461731943945383,0.4358830398850162
2017-05-22,238.899994,239.710007,238.820007,239.520004,0.5054684692777578,0.4848409989220266,0.7799586776859504,0.7691003413582465,0.6348421218109953
2017-05-23,239.949997,240.240005,239.509995,240.050003,0.763003054257995,0.7273176428314768,0.8126796622349982,0.7867409270571326,0.7724353215954007
2017-05-24,240.320007,240.729996,239.929993,240.610001,0.798452659001078,0.7707397592526051,0.8715302730865973,0.8695764462809917,0.827574784405318
2017-05-25,241.199997,242.080002,240.960007,241.759995,0.8712383219547252,0.8183614804168163,0.9200727632051743,0.89700862378728,0.876670297340999
2017-05-26,241.539993,241.899994,241.449997,241.710007,0.8589876033057852,0.8112648221343873,0.9359279554437657,0.9301226194753862,0.8840757500898311
2017-05-30,241.339996,241.789993,241.160004,241.5,0.7766686130075457,0.766360492274524,0.8731584620912685,0.8197763205174272,0.8089909719726914
2017-05-31,241.839996,241.880005,240.639999,241.440002,0.8427281710384477,0.7000314408911247,0.8862288896873878,0.8327007725476104,0.8154223185411426
2017-06-01,241.970001,243.380005,241.639999,243.360001,0.8316901724757456,0.7964763744160978,0.8941452569169961,0.8659270571325908,0.8470597152353575
2017-06-02,243.419998,244.350006,243.080002,244.169998,0.845546622349982,0.8167220625224578,0.8947179302910528,0.8771222601509163,0.8585272188286023
2017-06-05,243.970001,244.300003,243.759995,243.990005,0.7137306863097377,0.7231068091987065,0.7903790873158462,0.7570742005030543,0.7460726958318362
2017-06-06,243.339996,243.979996,243.119995,243.210007,0.6990994430470716,0.6770571325907294,0.7303494430470716,0.6949110671936759,0.7003542714696371
2017-06-07,243.600006,243.919998,242.830002,243.660004,0.6846703197987782,0.6426742723679483,0.716807402084082,0.7257455982752425,0.6924743981315127
2017-06-08,243.770004,244.330002,243.169998,243.779999,0.729787998562702,0.6965729428674092,0.7800260510240747,0.7573661516349264,0.7409382860222782
2017-06-09,244.089996,245.009995,241.949997,243.410004,0.8233246496586417,0.40694619116061803,0.8761790334171757,0.6689274164570607,0.6938443226733741
2017-06-12,243.130005,243.419998,242.380005,243.360001,0.5412886273805246,0.3435703377650018,0.5643752245777938,0.5314296622349982,0.4951659629895796
2017-06-13,243.979996,244.610001,243.580002,244.550003,0.6224622709306504,0.6284809558030902,0.7808120733021919,0.7787684153790873,0.7026309288537549
2017-06-14,244.860001,244.869995,243.289993,244.240005,0.7782968020122171,0.645301832554797,0.8583026410348544,0.6985716852317643,0.7451182402084082
2017-06-15,242.679993,243.910004,242.360001,243.770004,0.5703153072224219,0.4333565397053539,0.7429819439453826,0.6701962809917354,0.6042125179662234
2017-06-16,242.770004,242.830002,241.630005,242.639999,0.7426899928135107,0.651792130794107,0.8790985447358965,0.8657586237872799,0.7848348230326985
2017-06-19,243.589996,244.729996,243.479996,244.660004,0.7883354293927416,0.7843042579949695,0.848353844771829,0.804853126122889,0.8064616645706073
2017-06-20,244.25,244.259995,242.990005,243.009995,0.8112872799137621,0.6264485267696731,0.8294556234279554,0.7034225655767157,0.7426534989220266
2017-06-21,243.460007,243.589996,242.410004,242.949997,0.6701176787639238,0.5890900107797341,0.7645077254761049,0.717043208767517,0.6851896559468199
2017-06-22,242.960007,243.529999,242.639999,242.839996,0.6903072224218469,0.6156463348904061,0.8098387531440892,0.7613074919151994,0.7192749505928855
2017-06-23,242.910004,243.509995,242.470001,243.130005,0.7904576895436579,0.7216133668702839,0.8825907294286741,0.8494767337405678,0.811034629895796
2017-06-26,243.899994,244.380005,243.050003,243.289993,0.8134993711821775,0.7456319619116061,0.8638946280991735,0.8091762486525332,0.8080505524613726
2017-06-27,243.039993,243.380005,241.309998,241.330002,0.7845400646784046,0.5317103844771829,0.8265922565576715,0.5910887531440892,0.6834828647143372
2017-06-28,242.5,243.720001,242.229996,243.490005,0.6406530722242185,0.5859683794466403,0.8594030722242185,0.8400669241825368,0.7315228620194035
2017-06-29,243.660004,243.720001,239.960007,241.350006,0.8182941070786921,0.07760285662953648,0.8312634746676248,0.4792265540783327,0.5515967481135465
2017-06-30,242.279999,242.710007,241.580002,241.800003,0.5160236255839022,0.5013137800934244,0.7542220625224578,0.6740253323751347,0.6113962001437299
2017-07-03,242.880005,243.380005,242.210007,242.210007,0.6480304527488322,0.6252245777937477,0.7854383758533956,0.6648737872799138,0.6808917984189723
2017-07-05,242.630005,243.009995,241.699997,242.770004,0.6567553000359324,0.5132164031620553,0.7893684872439813,0.7442508084800574,0.6758977497305065
2017-07-06,241.889999,242.029999,240.339996,240.550003,0.621754850880345,0.3833206072583544,0.6974151095939634,0.48963573481854117,0.5480315756378009
2017-07-07,241.210007,242.279999,240.559998,242.110001,0.516742274523895,0.5068608515989939,0.8280744699964068,0.7946460653970535,0.6615809153790873
2017-07-10,242.110001,242.800003,241.759995,242.369995,0.6508489040603666,0.6015877650017967,0.7852362558390227,0.7140226374416098,0.6879238905856989
2017-07-11,242.369995,242.550003,240.850006,242.190002,0.7102160438375853,0.5152488321954725,0.781160168882501,0.7628683075817464,0.6923733381243263
2017-07-12,243.300003,244.199997,243.300003,244.009995,0.7712899748472871,0.7696168702838664,0.8867117319439454,0.8737423643550126,0.8253402353575279
2017-07-13,244.020004,244.550003,243.759995,244.419998,0.8589651455264103,0.8327569169960475,0.8890136543298599,0.8923823212360762,0.8682795095220985
2017-07-14,244.419998,245.970001,244.309998,245.559998,0.8760330578512396,0.8716313330937837,0.9064633489040603,0.9137396694214875,0.8919668523176428
2017-07-17,245.470001,245.910004,245.330002,245.529999,0.8242903341717571,0.8086821775062882,0.8460856090549767,0.8346882860222782,0.828436601688825
2017-07-18,245.059998,245.720001,244.669998,245.660004,0.7605102407473949,0.7434535573122529,0.8585047610492275,0.8221905318002156,0.7961647727272727
2017-07-19,246.020004,247.0,246.009995,246.990005,0.8297251167804527,0.8155430291052821,0.8641865792310457,0.8492970715055695,0.8396879491555875
2017-07-20,247.279999,247.419998,246.470001,247.100006,0.855248383039885,0.7302371541501976,0.8891708587854833,0.8838708228530363,0.8396318047071506
